,location
2541,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/166.tiff
2542,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/167.tiff
2543,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/168.tiff
2544,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/169.tiff
2545,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/17.tiff
2546,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/170.tiff
2547,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/171.tiff
2548,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/172.tiff
2549,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/173.tiff
2550,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/174.tiff
2551,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/175.tiff
2552,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/176.tiff
2553,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/177.tiff
2554,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/178.tiff
2555,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/179.tiff
2556,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/18.tiff
2557,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/180.tiff
2558,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/181.tiff
2559,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/182.tiff
2560,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/183.tiff
2561,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/184.tiff
2562,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/185.tiff
2563,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/186.tiff
2564,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/187.tiff
2565,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/188.tiff
2566,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/189.tiff
2567,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/19.tiff
2568,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/190.tiff
2569,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/191.tiff
2570,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/192.tiff
2571,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/193.tiff
2572,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/194.tiff
2573,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/195.tiff
2574,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/196.tiff
2575,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/197.tiff
2576,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/198.tiff
2577,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/199.tiff
2578,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/2.tiff
2579,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/20.tiff
2580,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/200.tiff
2581,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/201.tiff
2582,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/202.tiff
2583,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/203.tiff
2584,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/204.tiff
2585,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/205.tiff
2586,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/206.tiff
2587,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/207.tiff
2588,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/208.tiff
2589,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/209.tiff
2590,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/21.tiff
2591,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/210.tiff
2592,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/211.tiff
2593,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/212.tiff
2594,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/213.tiff
2595,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/214.tiff
2596,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/215.tiff
2597,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/216.tiff
2598,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/217.tiff
2599,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/218.tiff
2600,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/219.tiff
2601,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/22.tiff
2602,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/220.tiff
2603,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/221.tiff
2604,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/222.tiff
2605,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/223.tiff
2606,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/224.tiff
2607,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/225.tiff
2608,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/226.tiff
2609,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/227.tiff
2610,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/228.tiff
2611,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/229.tiff
2612,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/23.tiff
2613,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/230.tiff
2614,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/231.tiff
2615,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/232.tiff
2616,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/233.tiff
2617,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/234.tiff
2618,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/235.tiff
2619,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/236.tiff
2620,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/237.tiff
2621,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/238.tiff
2622,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/239.tiff
2623,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/24.tiff
2624,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/240.tiff
2625,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/241.tiff
2626,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/242.tiff
2627,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/243.tiff
2628,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/244.tiff
2629,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/245.tiff
2630,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/246.tiff
2634,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/25.tiff
2641,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/256.tiff
2642,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/257.tiff
2643,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/258.tiff
2644,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/259.tiff
2645,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/26.tiff
2646,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/260.tiff
2647,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/261.tiff
2648,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/262.tiff
2649,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/263.tiff
2650,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/264.tiff
2651,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/265.tiff
2652,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/266.tiff
2653,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/267.tiff
2654,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/268.tiff
2655,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/269.tiff
2656,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/27.tiff
2657,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/270.tiff
2658,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/271.tiff
2659,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/272.tiff
2660,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/273.tiff
2661,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/274.tiff
2662,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/275.tiff
2663,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/276.tiff
2664,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/277.tiff
2665,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/278.tiff
2666,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/279.tiff
2667,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/28.tiff
2668,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/280.tiff
2669,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/281.tiff
2670,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/282.tiff
2671,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/283.tiff
2672,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/284.tiff
2673,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/285.tiff
2674,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/286.tiff
2675,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/287.tiff
2676,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/288.tiff
2677,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/289.tiff
2678,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/29.tiff
2679,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/290.tiff
2680,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/291.tiff
2681,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/292.tiff
2682,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/293.tiff
2683,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/294.tiff
2684,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/295.tiff
2685,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/296.tiff
2686,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/297.tiff
2687,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/298.tiff
2688,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/299.tiff
2689,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/3.tiff
2690,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/30.tiff
2691,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/300.tiff
2692,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/301.tiff
2693,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/302.tiff
2694,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/303.tiff
2695,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/304.tiff
2696,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/305.tiff
2697,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/306.tiff
2698,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/307.tiff
2699,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/308.tiff
2700,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/309.tiff
2701,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/31.tiff
2702,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/310.tiff
2703,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/311.tiff
2704,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/312.tiff
2705,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/313.tiff
2706,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/314.tiff
2707,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/315.tiff
2708,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/316.tiff
2709,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/317.tiff
2710,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/318.tiff
2711,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/319.tiff
2712,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/32.tiff
2713,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/320.tiff
2714,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/321.tiff
2715,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/322.tiff
2716,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/323.tiff
2717,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/324.tiff
2718,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/325.tiff
2719,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/326.tiff
2720,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/327.tiff
2721,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/328.tiff
2722,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/329.tiff
2723,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/33.tiff
2724,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/330.tiff
2725,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/331.tiff
2726,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/34.tiff
2727,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/35.tiff
2728,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/36.tiff
2729,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/37.tiff
2730,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/38.tiff
2731,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/39.tiff
2732,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/4.tiff
2733,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/40.tiff
2734,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/41.tiff
2735,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/42.tiff
2736,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/43.tiff
2737,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/44.tiff
2738,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/45.tiff
2739,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/46.tiff
2740,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/47.tiff
2741,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/48.tiff
2742,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/49.tiff
2743,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/5.tiff
2744,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/50.tiff
2745,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/51.tiff
2746,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/52.tiff
2747,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/53.tiff
2748,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/54.tiff
2749,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/55.tiff
2750,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/56.tiff
2751,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/57.tiff
2752,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/58.tiff
2753,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/59.tiff
2754,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/6.tiff
2755,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/60.tiff
2756,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/61.tiff
2757,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/62.tiff
2758,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/63.tiff
2759,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/64.tiff
2760,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/65.tiff
2761,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/66.tiff
2762,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/67.tiff
2763,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/68.tiff
2764,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/69.tiff
2765,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/7.tiff
2766,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/70.tiff
2767,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/71.tiff
2768,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/72.tiff
2769,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/73.tiff
2770,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/74.tiff
2771,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/75.tiff
2772,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/76.tiff
2773,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/77.tiff
2774,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/78.tiff
2775,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/79.tiff
2776,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/8.tiff
2777,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/80.tiff
2778,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/81.tiff
2779,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/82.tiff
2780,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/83.tiff
2781,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/84.tiff
2782,fullsampledata/subset8mask/1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912/85.tiff
